Master SKU,Style ID / Parent SKU,Size,Category,Loc,Child Remark,Parent Remark,Type
JOPLVL242-4XL,JOPLVL242,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR520-XXL,JOPLJPR520,XXL,Kurta With Pant,Surat,Closed,Closed,Closed
MRAWAT12029,MRAWAT12029,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR868-XL,JOPLJPR868,XL,Skd-St,Surat,Platinum B,Platinum C,Live
JOPLJPR7040-M,JOPLJPR7040,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR4051-L,JOPLJPR4051,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL257-XL,JOPLVL257,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST725-L,JOPLST725,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR4034-XXL,JOPLJPR4034,XXL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLST239-XXL,JOPLST239,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR211-3XL,JOPLJPR211,3XL,"Maternity Gown  48""",Jaipur,Slow Moving,Slow Moving,Live
VRY16-L,VRY16,L,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLJPR212-M,JOPLJPR212,M,"Maternity Gown  48""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR324-XS,JOPLJPR324,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
VRY101-L,VRY101,L,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLLTRW2007-5XL,JOPLLTRW2007,5XL,Rw Salwar Suit,Surat,Diamond A,Diamond C,Live
JOPLVSRW5203-6XL,JOPLVSRW5203,6XL,Rw Salwar Suit,Surat,Platinum A,Diamond C,Live
JOPLVSMRW4123-6XL,JOPLVSMRW4123,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR743-M,JOPLJPR743,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR303-XL,JOPLJPR303,XL,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLRJN14-L,JOPLRJN14,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW4147-4XL,JOPLVSRW4147,4XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
VRY04-3XL,VRY04,3XL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVL105-M,JOPLVL105,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST217-M,JOPLST217,M,Skd-St,Surat,Closed,Closed,Closed
JOPLCS111-S,JOPLCS111,S,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLST744-L,JOPLST744,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR2002-XXL,JOPLJPR2002,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR764-XL,JOPLJPR764,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5224-M,JOPLVSRW5224,M,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLVSM5136,JOPLVSM5136,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST201-5XL,JOPLST201,5XL,Skd-St,Surat,Diamond C,Platinum A,Live
JOPLJPR335-XL,JOPLJPR335,XL,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLRJN09-S,JOPLRJN09,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLST712-L,JOPLST712,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLVL272-XL,JOPLVL272,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL281-XL,JOPLVL281,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR768-XL,JOPLJPR768,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR801-4XL,JOPLJPR801,4XL,Skd-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLVSRW5224-S,JOPLVSRW5224,S,Rw Salwar Suit,Surat,Platinum B,Diamond C,Live
MRAWAT12021,MRAWAT12021,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLVSRW5131-XL,JOPLVSRW5131,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL236-L,JOPLVL236,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR158A-M,JOPLJPR158A,M,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLJPR123-3XL,JOPLJPR123,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR78B-S,JOPLJPR78B,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7035-XL,JOPLJPR7035,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR323-M,JOPLJPR323,M,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW4096-5XL,JOPLVSRW4096,5XL,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLJPR786-XXL,JOPLJPR786,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR7023-XS,JOPLJPR7023,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR150B-L,JOPLJPR150B,L,Kurta-Jpr,Jaipur,Platinum B,Platinum C,Live
JOPLJPR792-XS,JOPLJPR792,XS,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLST01-4XL,JOPLST01,4XL,Kurta-St,Surat,Closed,Closed,Closed
JOPLJPR739-L,JOPLJPR739,L,Cotton Top,Jaipur,Platinum A,Platinum B,Live
JOPLLTRW2013-9XL,JOPLLTRW2013,9XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4182-L,JOPLVSRW4182,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR2006-M,JOPLJPR2006,M,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVL248-S,JOPLVL248,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW5160-M,JOPLVSMRW5160,M,Rw Salwar Suit,Surat,Platinum B,Platinum A,Live
JOPLST201-L,JOPLST201,L,Skd-St,Surat,Platinum A,Platinum A,Live
JOPLVL299B-XL,JOPLVL299B,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLPDP1095,JOPLPDP1095,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVL210-XXL,JOPLVL210,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL277-L,JOPLVL277,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR865-S,JOPLJPR865,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR7012-XXL,JOPLJPR7012,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5203-M,JOPLVSRW5203,M,Rw Salwar Suit,Surat,Diamond B,Diamond C,Live
JOPLJPR301-L,JOPLJPR301,L,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR519-S,JOPLJPR519,S,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLMSFRTW5610-6XL,JOPLMSFRTW5610,6XL,Rtw,Surat,Closed,Closed,Closed
JOPLVSRW5175-XL,JOPLVSRW5175,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL228-L,JOPLVL228,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7014-XS,JOPLJPR7014,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR711-L,JOPLJPR711,L,Cotton Top,Jaipur,Platinum B,Platinum B,Live
JOPLJPR513-M,JOPLJPR513,M,Kurta With Pant,Surat,Slow Moving,Platinum C,Live
JOPLVL248-5XL,JOPLVL248,5XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLSRS1114H,JOPLSRS1114H,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5222-5XL,JOPLVSRW5222,5XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLVSMRW4132-10XL,JOPLVSMRW4132,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR152C-L,JOPLJPR152C,L,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLVSM4276,JOPLVSM4276,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST735-S,JOPLST735,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLLTRW2002-M,JOPLLTRW2002,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW5103-4XL,JOPLVSMRW5103,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5215-7XL,JOPLVSRW5215,7XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLJPR775-XS,JOPLJPR775,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR145A-XXL,JOPLJPR145A,XXL,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR319-L,JOPLJPR319,L,"Dress 42 """,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL205-3XL,JOPLVL205,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN20-XL,JOPLRJN20,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR119-XL,JOPLJPR119,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL218-XL,JOPLVL218,XL,Skd-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLST501-S,JOPLST501,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLST725-M,JOPLST725,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR607-L,JOPLJPR607,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4002-XXL,JOPLVSRW4002,XXL,Rw Salwar Suit,Surat,Diamond A,Diamond B,Live
JOPLVSMRW5103-L,JOPLVSMRW5103,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST204-M,JOPLST204,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR733-L,JOPLJPR733,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR85-XXL,JOPLJPR85,XXL,Kurta-Jpr,Jaipur,Diamond C,Platinum B,Live
JOPLJPR325-XL,JOPLJPR325,XL,"Dress 36""",Jaipur,Slow Moving,Platinum C,Live
JOPLVSRW4197-M,JOPLVSRW4197,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST10-L,JOPLST10,L,Kurta-St,Surat,Closed,Closed,Closed
JOPLVSRW5220-10XL,JOPLVSRW5220,10XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLVSM4219,JOPLVSM4219,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR752-XXL,JOPLJPR752,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
VRY02-M,VRY02,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLST218-L,JOPLST218,L,Skd-St,Surat,Diamond A,Diamond A,Live
JOPLJPR313-S,JOPLJPR313,S,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW4281-L,JOPLVSMRW4281,L,Rw Salwar Suit,Surat,Platinum B,Diamond C,Live
JOPLVSM5192,JOPLVSM5192,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR4025-M,JOPLJPR4025,M,Tunics-Jpr,Jaipur,Platinum B,Platinum C,Live
JOPLVSRW5186-XXL,JOPLVSRW5186,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSM5149,JOPLVSM5149,Free,Dress Material,Surat,Closed,Closed,Closed
BL6197RED0426-XL,BL6197RED0426,XL,Blouse,Surat,Launch Phase,Launch Phase,Live
JOPLLTRW2002-XL,JOPLLTRW2002,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4097-4XL,JOPLVSRW4097,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR518-M,JOPLJPR518,M,Kurta With Pant,Surat,Diamond C,Diamond C,Live
JOPLJPR337-M,JOPLJPR337,M,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLJPR506-L,JOPLJPR506,L,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLVSRW4229-XL,JOPLVSMRW4229,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW4277-L,JOPLVSMRW4277,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR4013-XL,JOPLJPR4013,XL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLDI1015,JOPLDI1015,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW4091-3XL,JOPLVSRW4091,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL227-5XL,JOPLVL227,5XL,Skd-Jpr,Jaipur,Platinum C,Slow Moving,Live
JOPLJPR862-L,JOPLJPR862,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST264-L,JOPLST264,L,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR81-S,JOPLJPR81,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4229-M,JOPLVSMRW4229,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR771-XL,JOPLJPR771,XL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLRJN12-M,JOPLRJN12,M,Gown With Dupatta,Jaipur,Closed,Closed,Closed
JOPLJPR2014-3XL,JOPLJPR2014,3XL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR213-L,JOPLJPR213,L,"Maternity Gown  48""",Jaipur,Closed,Closed,Closed
JOPLST712-XXL,JOPLST712,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSRW5213-4XL,JOPLVSRW5213,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR141-XL,JOPLJPR141,XL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVSM4177,JOPLVSM4177,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVL313-XXL,JOPLVL313,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM5108,JOPLVSM5108,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST720-XXL,JOPLST720,XXL,Tunics-St,Surat,Closed,Closed,Closed
ROLY02B-XL,ROLY02B,XL,Western Top,Surat,Closed,Closed,Closed
JOPLJPR801-S,JOPLJPR801,S,Skd-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR607-XL,JOPLJPR607,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR842-S,JOPLJPR842,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL253-XL,JOPLVL253,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW5156-8XL,JOPLVSMRW5156,8XL,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLVSRW4114-7XL,JOPLVSRW4114,7XL,Rw Salwar Suit,Surat,Platinum A,Diamond C,Live
JOPLLTRW2007-S,JOPLLTRW2007,S,Rw Salwar Suit,Surat,Platinum C,Diamond C,Live
JOPLST206-M,JOPLST206,M,Skd-St,Surat,Closed,Closed,Closed
JOPLVL238-L,JOPLVL238,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4136-5XL,JOPLVSRW4136,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST227-L,JOPLST227,L,Skd-St,Surat,Closed,Closed,Closed
MRAWAT12044,MRAWAT12044,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR2006-S,JOPLJPR2006,S,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5238-XXL,JOPLVSRW5238,XXL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLPDP1078,JOPLPDP1078,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVL295-3XL,JOPLVL295,3XL,Skd-Jpr,Jaipur,Slow Moving,Platinum C,Live
JOPLJPR810-S,JOPLJPR810,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW1167-3XL,JOPLVSRW1167,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR310-XL,JOPLJPR310,XL,"Dress 36""",Jaipur,Platinum C,Platinum C,Live
JOPLJPR2007-M,JOPLJPR2007,M,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR847-L,SKU DELETED,L,Sku Deleted,Jaipur,Closed,Closed,Closed
JOPLVSMRW4284-XL,JOPLVSMRW4284,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL294-S,JOPLVL294,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR768-L,JOPLJPR768,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR4054-S,JOPLJPR4054,S,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR860-M,JOPLJPR860,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST282-XXL,JOPLST282,XXL,Pending,Pending,Launch Phase,Launch Phase,Live
VRY21-XXL,VRY21,XXL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVL311-L,JOPLVL311,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR706-XXL,JOPLJPR706,XXL,Cotton Top,Jaipur,Diamond C,Diamond C,Live
JOPLJPR744-XXL,JOPLJPR744,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR857-M,SKU DELETED,M,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR4017-M,JOPLJPR4017,M,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR818-L,JOPLJPR818,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR57-M,JOPLJPR57,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR2011-XXL,JOPLJPR2011,XXL,"Dress 46""",Jaipur,Platinum C,Platinum C,Live
JOPLVL232-XXL,JOPLVL232,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR2017-M,JOPLJPR2017,M,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR769-XXL,JOPLJPR769,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR805-XXL,JOPLJPR805,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR205-3XL,JOPLJPR205,3XL,"Maternity Gown  48""",Jaipur,Platinum C,Platinum C,Live
JOPLVL276-S,JOPLVL276,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL259-3XL,JOPLVL259,3XL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLLT2015,JOPLLT2015,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLCS108-XS,JOPLCS108,XS,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR152B-S,JOPLJPR152B,S,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
MRAWAT12006,MRAWAT12006,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR803-XL,JOPLJPR803,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST730-S,JOPLST730,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR4013-L,JOPLJPR4013,L,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR714-XL,JOPLJPR714,XL,Cotton Top,Jaipur,Diamond A,Diamond B,Live
JOPLJPR4034-M,JOPLJPR4034,M,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR809-4XL,JOPLJPR809,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL267B-XXL,JOPLVL267B,XXL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5206-XL,JOPLVSRW5206,XL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLST221-XL,JOPLST221,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLLTRW2016-9XL,JOPLLTRW2016,9XL,Rw Salwar Suit,Surat,Platinum C,Platinum A,Live
JOPLJPR4027-XL,JOPLJPR4027,XL,Tunics-Jpr,Jaipur,Platinum C,Slow Moving,Live
JOPLJPR209-XL,JOPLJPR209,XL,"Maternity Gown  48""",Jaipur,Platinum C,Platinum C,Live
JOPLVSRW5219-M,JOPLVSRW5219,M,Rw Salwar Suit,Surat,Platinum B,Platinum B,Live
JOPLLT2013,JOPLLT2013,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR2019-XL,JOPLJPR2019,XL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR408-XXL,JOPLJPR408,XXL,Plazzo Pant,Jaipur,Closed,Closed,Closed
JOPLVL234-XL,JOPLVL234,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR341-S,JOPLJPR341,S,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSMRW5149-6XL,JOPLVSMRW5149,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST01-L,JOPLST01,L,Kurta-St,Surat,Closed,Closed,Closed
JOPLVSRW5163-6XL,JOPLVSRW5163,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL213-L,JOPLVL213,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLST210-L,JOPLST210,L,Skd-St,Surat,Closed,Closed,Closed
JOPLVL308-XL,JOPLVL308,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLPT2960,JOPLPT2960,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVL223A-S,JOPLVL223A,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR5005-L,JOPLJPR5005,L,Crop Top,Jaipur,Closed,Closed,Closed
JOPLLTRW2007-6XL,JOPLLTRW2007,6XL,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLJPR322-XXL,JOPLJPR322,XXL,"Dress 42 """,Jaipur,Platinum C,Platinum C,Live
JOPLVL283-L,JOPLVL283,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR729-S,JOPLJPR729,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR137-S,JOPLJPR137,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR44-XXL,JOPLJPR44,XXL,Kurta-Jpr,Jaipur,Diamond A,Diamond B,Live
JOPLST292-M,JOPLST292,M,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLJPR4056-XL,JOPLJPR4056,XL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7025-M,JOPLJPR7025,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5239-4XL,JOPLVSRW5239,4XL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLST291-L,JOPLST291,L,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLJPR511-M,JOPLJPR511,M,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLJPR302-XXL,JOPLJPR302,XXL,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR719-XXL,JOPLJPR719,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR7039-XL,JOPLJPR7039,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLMSFRTW1509B1-L,JOPLMSFRTW1509B1,L,Rtw,Surat,Closed,Closed,Closed
JOPLVL105-3XL,JOPLVL105,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST202-XL,JOPLST202,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR7018-XXL,JOPLJPR7018,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR4041-L,JOPLJPR4041,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLST205-S,JOPLST205,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR512-XXL,JOPLJPR512,XXL,Kurta With Pant,Surat,Platinum A,Platinum A,Live
JOPLJPR83-4XL,JOPLJPR83,4XL,Kurta-Jpr,Jaipur,Platinum B,Platinum B,Live
JOPLVSM4091,JOPLVSM4091,Free,Dress Material,Surat,Platinum C,Platinum C,Live
JOPLJPR158B-XXL,JOPLJPR158B,XXL,Kurta-Jpr,Jaipur,New Listing,New Listing,Live
JOPLJPR304-XXL,JOPLJPR304,XXL,"Dress 36""",Jaipur,Closed,Closed,Closed
JOPLVSMRW4276-4XL,JOPLVSMRW4276,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL296-L,JOPLVL296,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5213-10XL,JOPLVSRW5213,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLCS107-XXL,JOPLCS107,XXL,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSM5184,JOPLVSM5184,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLVSRW5169-XXL,JOPLVSRW5169,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL287-M,JOPLVL287,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR4004-L,JOPLJPR4004,L,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLRJN21-XXL,JOPLRJN21,XXL,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR159H-XXL,JOPLJPR159H,XXL,Kurta-Jpr,Jaipur,Platinum C,New Listing,Live
JOPLJPR143-L,JOPLJPR143,L,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR342-XS,JOPLJPR342,XS,"Dress 36""",Jaipur,Slow Moving,Platinum C,Live
JOPLVSRW5226-4XL,JOPLVSRW5226,4XL,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLJPR2017-XXL,JOPLJPR2017,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR145C-L,JOPLJPR145C,L,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLMSFRTW16011-L,JOPLMSFRTW16011,L,Rtw,Surat,Closed,Closed,Closed
JOPLST10-S,JOPLST10,S,Kurta-St,Surat,Closed,Closed,Closed
JOPLVSMRW4251-M,JOPLVSMRW4251,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLRJN18-S,SKU DELETED,S,Sku Deleted,Jaipur,Closed,Closed,Closed
JOPLVSRW4288-M,JOPLVSRW4288,M,Rw Salwar Suit,Surat,Platinum A,Platinum A,Live
JOPLJPR4032-XXL,JOPLJPR4032,XXL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR307-XXL,JOPLJPR307,XXL,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR740-L,JOPLJPR740,L,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLJPR308-L,JOPLJPR308,L,"Dress 36""",Jaipur,Platinum C,Platinum B,Live
JOPLVL275-XXL,JOPLVL275,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLNS2010A1,JOPLNS2010A1,Free,Saree,Surat,Closed,Closed,Closed
JOPLVL279-XXL,JOPLVL279,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR782-XS,JOPLJPR782,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR145B-M,JOPLJPR145B,M,Kurta-Jpr,Jaipur,Platinum B,Platinum C,Live
